,Code_insee,Libelle,Population municipale 2020,Latitude,Longitude
15863,38383,Saint-tienne-de-Crossey,2572,45.379612607,5.636986893
15864,38384,Saint-tienne-de-Saint-Geoirs,3207,45.34602248,5.348602441
15865,38386,Saint-Geoire-en-Valdaine,2390,45.460878789,5.635806654
15868,38389,Saint-Georges-d'Espranche,3466,45.559653572,5.079661251
15874,38394,Saint-Hilaire-du-Rosier,1874,45.090595642,5.250270523
15875,38395,Plateau-des-Petites-Roches,2397,45.334095931,5.88573184
15879,38397,Saint-Ismier,7046,45.251496948,5.828432383
15881,38399,Saint-Jean-de-Bournay,4655,45.498193087,5.147454634
15882,38400,Saint-Jean-de-Moirans,3563,45.336992466,5.587412686
15893,38410,Saint-Lattier,1418,45.093541146,5.18523129
15894,38412,Saint-Laurent-du-Pont,4499,45.380171858,5.735248197
15897,38415,Saint-Marcel-Bel-Accueil,1437,45.648618716,5.240296203
15898,38416,Saint-Marcellin,7731,45.152920149,5.317200813
15903,38421,Saint-Martin-d'Hres,38188,45.176170433,5.764999392
15904,38422,Saint-Martin-d'Uriage,5529,45.153245379,5.856814888
15905,38423,Saint-Martin-le-Vinoux,5851,45.219397076,5.715840359
15913,38431,Saint-Nazaire-les-Eymes,2978,45.25923617,5.851453346
15920,38439,Crts en Belledonne,3380,45.359641222,6.037689578
15929,38449,Saint-Quentin-Fallavier,6076,45.639775308,5.108284174
15932,38451,Saint-Romain-de-Jalionas,3403,45.752234749,5.223964749
15935,38454,Saint-Sauveur,2111,45.145392105,5.344213082
15936,38455,Saint-Savin,4232,45.625499359,5.321489906
15949,38468,Salaise-sur-Sanne,4505,45.344267445,4.809133055
15955,38474,Sassenage,11339,45.212865553,5.651638871
15967,38480,Septme,2088,45.547778361,4.985295173
15973,38485,Seyssinet-Pariset,11792,45.172853228,5.669208295
15974,38486,Seyssins,7907,45.155134208,5.675512274
15975,38487,Seyssuel,2063,45.560042208,4.8433741900000005
15989,38504,Theys,2011,45.297483132,6.013601707
15991,38507,Tignieu-Jameyzieu,7685,45.735147799,5.184263508
15994,38509,La Tour-du-Pin,8148,45.573419694,5.445223285
15995,38511,Le Touvet,3166,45.351736436,5.945582211
15999,38515,Trept,2174,45.688920249,5.324633832
16000,38516,La Tronche,6559,45.210815287,5.743556249
16001,38517,Tullins,7755,45.293669117,5.490272318
16004,38519,Valencin,2885,45.607662201,5.027805474
16009,38524,Varces-Allires-et-Risset,8329,45.091172538,5.67712745
16014,38529,Vaulnaveys-le-Haut,3983,45.115536408,5.840206113
16016,38530,Vaulx-Milieu,2528,45.615583379,5.185361216
16021,38536,Vernioz,1439,45.430205448,4.899551774
16022,38537,La Verpillire,7354,45.637616667,5.148638426
16023,38538,Le Versoud,4991,45.222064099,5.859160334
16027,38543,Vzeronce-Curtin,2170,45.65437325,5.470234851
16029,38544,Vienne,30059,45.520830747,4.880866824
16030,38545,Vif,8614,45.04313947,5.674134613
16032,38547,Villard-Bonnot,7324,45.245165408,5.889035601
16035,38548,Villard-de-Lans,4279,45.060117495,5.543923516
16040,38553,Villefontaine,18891,45.613624012,5.155159209
16044,38557,Villette-d'Anthon,5183,45.784530099,5.107460829
16048,38559,Vinay,4405,45.214993853,5.407479191
16052,38562,Vizille,7305,45.074636541,5.7794461120000005
16053,38563,Voiron,20332,45.379004774,5.582449364
16055,38565,Voreppe,9514,45.289981397,5.6427410170000005
16154,39097,Champagnole,8040,46.744975968,5.8983600670000005
16210,39154,Clairvaux-les-Lacs,1427,46.564349221,5.7547696120000005
16245,39189,Damparis,2621,47.070647326,5.408271091
16255,39198,Dole,23611,47.075502708,5.500897034
16346,39286,Lavans-ls-Saint-Claude,2327,46.38753267,5.769814173
16366,39300,Lons-le-Saunier,17092,46.674816281,5.557754161
16371,39306,Macornay,979,46.642166549,5.544670335
16405,39339,Chassal-Molinges,1120,46.357518899,5.778193947
16432,39368,Hauts de Bienne,5226,46.514383984,5.995902986
16470,39405,Parcey,1004,47.021256756,5.4756827
16475,39411,Perrigny,1511,46.676600229,5.599336582
16496,39434,Poligny,4013,46.818861886,5.773947475
16532,39470,Les Rousses,3663,46.498235856,6.06968778
16542,39476,Saint-Aubin,1821,47.032617038,5.333128565
16544,39478,Saint-Claude,8895,46.408714547,5.875920618
16597,39526,Tavaux,3934,47.037624924,5.402858802
16655,40001,Aire-sur-l'Adour,6197,43.699142452,-0.264655329
16658,40004,Angresse,2193,43.658039615,-1.363898834
16688,40036,Bnesse-Maremne,3748,43.634189296,-1.364760603
16689,40037,Benquet,1878,43.821566904,-0.507121848
16697,40046,Biscarrosse,14034,44.409026899,-1.177053396
16716,40065,Capbreton,9181,43.632351428,-1.428465913
16726,40075,Castets,2497,43.874039379,-1.144930351
16739,40088,Dax,21044,43.700942579,-1.059655968
16755,40104,Gamarde-les-Bains,1460,43.727893045,-0.8724877
16769,40119,Hagetmau,4631,43.650307079,-0.59052834
16783,40133,Labenne,6934,43.595256693,-1.429584272
16784,40134,Labouheyre,2795,44.220100399,-0.906559105
16807,40157,Lit-et-Mixe,1682,44.020094467,-1.27636113
16818,40168,Magescq,2450,43.773671989,-1.199549452
16829,40179,Mes,1841,43.710289396,-1.123030884
16834,40184,Mimizan,7321,44.189067478,-1.245289955
16842,40192,Mont-de-Marsan,29953,43.899526164,-0.490480416
16847,40197,Morcenx-la-Nouvelle,4976,44.027444243,-0.904619169
16855,40202,Narrosse,3259,43.693554366,-1.008465058
16862,40209,Ondres,5519,43.566037675,-1.454196885
16871,40217,Parentis-en-Born,6928,44.345109749,-1.065437996
16878,40224,Peyrehorade,3637,43.55865724,-1.107120215
16883,40228,Pomarez,1579,43.621933388,-0.839306443
16900,40245,Roquefort,1927,44.036995993,-0.32624991
16903,40248,Saint-Andr-de-Seignanx,1890,43.565524727,-1.358172734
16928,40273,Saint-Martin-de-Seignanx,6033,43.532706147,-1.387756705
16934,40279,Saint-Paul-ls-Dax,14126,43.746289159,-1.081484532
16935,40280,Saint-Perdon,1722,43.876400047,-0.592245074
16936,40281,Saint-Pierre-du-Mont,9726,43.87092115,-0.5258472
16937,40282,Saint-Sever,4927,43.76126788,-0.566566644
16938,40283,Saint-Vincent-de-Paul,3337,43.766527234,-1.001890826
16939,40284,Saint-Vincent-de-Tyrosse,7798,43.659120112,-1.300298151
16942,40287,Sanguinet,4487,44.477844818,-1.064077917
16943,40288,Sarbazan,1153,44.013916899,-0.311866588
16949,40294,Saugnac-et-Cambran,1569,43.672674073,-0.98933247
16951,40296,Seignosse,3890,43.702469605,-1.398404041
16958,40304,Soorts-Hossegor,3497,43.667907771,-1.412383964
16964,40310,Soustons,8318,43.749718541,-1.32825835
16966,40312,Tarnos,12914,43.5367516,-1.464803751
16967,40313,Tartas,3209,43.818253513,-0.7832050740000001
16968,40314,Tercis-les-Bains,1283,43.670282479,-1.115364617
16987,40331,Villeneuve-de-Marsan,2445,43.905786325,-0.303877203
16988,40332,Ychoux,2323,44.357158525,-0.958724613
17005,41018,Blois,46660,47.581535887,1.306088083
17014,41029,Cand-sur-Beuvron,1504,47.507176888,1.265947905
17017,41032,Chailles,2683,47.539172361,1.315436139
17031,41047,La Chausse-Saint-Victor,4519,47.611132945,1.357344396
17039,41055,Valloire-sur-Cisse,2401,47.533245963,1.214674897
17044,41059,Le Controis-en-Sologne,6663,47.43029984,1.369445573
17071,41084,La Fert-Imbault,962,47.402120179,1.959256974
17083,41097,Givres,2367,47.289495929,1.670362702
17090,41104,Huisseau-sur-Cosson,2322,47.594806486,1.454081054
17092,41106,Lamotte-Beuvron,4611,47.603421858,2.023037848
17119,41136,Mer,6211,47.713050286,1.504393627
17125,41142,Valencisse,2331,47.575941875,1.19881985
17134,41149,Montoire-sur-le-Loir,3698,47.765114337,0.854939816
17137,41151,Montrichard Val de Cher,3675,47.357912124,1.1940731
17145,41158,Naveil,2423,47.786778446,1.02337078
17148,41161,Nouan-le-Fuzelier,2321,47.536402119,2.029320692
17150,41164,Noyers-sur-Cher,2708,47.283261696,1.410751079
17152,41167,Veuzain-sur-Loire,3401,47.505148666,1.157326965
17160,41173,Beauce la Romaine,3436,47.937356169,1.461779181
17186,41194,Romorantin-Lanthenay,18206,47.374759044,1.744332737
17200,41211,Saint-Georges-sur-Cher,2735,47.308925029,1.136667228
17216,41226,Saint-Ouen,3056,47.82801806,1.070993493
17221,41232,Salbris,4925,47.413260376,2.044918535
17230,41242,Selles-sur-Cher,4459,47.277758164,1.56384178
17234,41247,Soings-en-Sologne,1618,47.411406127,1.528294222
17257,41269,Vendme,15680,47.801453788,1.061110362
17264,41276,Villebarou,2490,47.626770356,1.318096725
17283,41295,Vineuil,8084,47.586025203,1.388352109
17288,42003,Ambierle,1898,46.106348726,3.891476492
17289,42005,Andrzieux-Bouthon,10108,45.535161773,4.276857633
17294,42010,Aveizieux,1678,45.569177903,4.378944786
17303,42019,Bon-sur-Lignon,3025,45.750952844,4.008451739
17305,42021,Boisset-Saint-Priest,1259,45.512689078,4.118713312
17307,42023,Bourg-Argental,2950,45.30381116,4.566003378
17309,42026,Briennon,1719,46.147425754,4.077420242
17328,42044,Le Chambon-Feugerolles,11857,45.389182681,4.332044293
17336,42052,Charlieu,3714,46.166546934,4.174711683
17342,42059,Chazelles-sur-Lyon,5436,45.629042747,4.374038779
17348,42065,Civens,1415,45.767732126,4.233255391
17354,42071,Le Coteau,6886,46.017427459,4.090924901
17373,42092,L'trat,2702,45.494851967,4.371885392
17375,42094,Feurs,8352,45.732159935,4.223290277
17376,42095,Firminy,16953,45.378846553,4.288735397
17378,42097,La Fouillouse,4690,45.501406168,4.319185412
17380,42099,Fraisses,3732,45.384467481,4.260628134
17391,42110,L'Horme,4766,45.491767768,4.540792955
17402,42123,Lorette,4746,45.511341973,4.581804879
17406,42127,Mably,7517,46.092391201,4.063429006
17426,42147,Montbrison,15943,45.600733641,4.072033152
17429,42149,Montrond-les-Bains,5444,45.635718557,4.240258731
17439,42159,Noirtable,1577,45.80564632,3.744246957
17448,42168,Plussin,3726,45.422788823,4.659611435
17450,42170,Perreux,2106,46.040293157,4.144536977
17463,42183,La Ricamarie,7943,45.403775724,4.368677928
17464,42184,Riorges,10917,46.043414056,4.03472594
17466,42186,Rive-de-Gier,15086,45.522384048,4.60972506
17467,42187,Roanne,34415,46.045173995,4.079980987
17470,42189,Roche-la-Molire,9878,45.426228149,4.324914515
17487,42207,Saint-Chamond,35309,45.470082658,4.502048914
17491,42208,Saint-Christo-en-Jarez,1909,45.536128057,4.467191194
17501,42218,Saint-tienne,174082,45.43022811,4.378746004
17509,42222,Saint-Galmier,5837,45.603705171,4.315447908
17510,42223,Saint-Genest-Lerpt,6185,45.455729522,4.330949617
17512,42225,Genilac,3866,45.53487487,4.573451346
17531,42242,Saint-Joseph,1949,45.555272158,4.619254751
17544,42256,Saint-Marcellin-en-Forez,5027,45.489466037,4.167737685
17546,42259,Saint-Martin-la-Plaine,3799,45.552318196,4.591169365
17553,42267,Saint-Nizier-sous-Charlieu,1695,46.162032381,4.127566419
17559,42271,Saint-Paul-en-Jarez,4793,45.470167276,4.578761772
17563,42275,Saint-Priest-en-Jarez,6088,45.475602906,4.373502086
17567,42279,Saint-Just-Saint-Rambert,15239,45.490390017,4.250091355
17578,42289,Saint-Symphorien-de-Lay,1923,45.943658309,4.217127599
17586,42299,Savigneux,3448,45.622264679,4.10019468
17589,42302,Sorbiers,8009,45.499491624,4.437519674
17591,42304,Sury-le-Comtal,6706,45.542111848,4.181631571
17592,42305,La Talaudire,7044,45.478524947,4.423664645
17602,42316,Unieux,8448,45.406910506,4.268545539
17609,42323,Veauche,9001,45.562758763,4.289036673
17616,42330,Villars,7861,45.468959477,4.351375163
17618,42332,Villerest,5097,45.997340531,4.027486709
17637,43012,Aurec-sur-Loire,6166,45.368683476,4.20442197
17651,43025,Beauzac,2986,45.256703217,4.092966935
17667,43040,Brioude,6537,45.296204129,3.385707289
17668,43041,Brives-Charensac,4238,45.046461356,3.924724597
17689,43061,Chaspinhac,868,45.087825889,3.930526882
17702,43074,Cohade,875,45.335166515,3.3707398790000003
17706,43078,Coubon,3216,45.000067239,3.927204594
17741,43112,Langeac,3451,45.082518996,3.478083782
17742,43113,Lantriac,1929,44.989501845,4.003454858
17768,43137,Monistrol-sur-Loire,8962,45.290403582,4.183355395
17787,43157,Le Puy-en-Velay,18947,45.027788332,3.89560646
17811,43184,Saint-Ferrol-d'Auroure,2468,45.356792053,4.258497869
17817,43190,Saint-Germain-Laprade,3597,45.032647043,3.978430865
17827,43200,Saint-Julien-Chapteuil,2010,45.03004329,4.079415486
17837,43211,Saint-Maurice-de-Lignon,2623,45.219893963,4.135019738
17851,43224,Sainte-Sigolne,6023,45.246988458,4.228632199
17877,43251,Vals-prs-le-Puy,3421,45.023454959,3.865671618
17891,43267,Vorey,1450,45.193065484,3.905320909
17892,43268,Yssingeaux,7320,45.139385828,4.131210541
17894,44002,Aigrefeuille-sur-Maine,4057,47.071508947,-1.415430336
17895,44003,Ancenis-Saint-Gron,11081,47.379896051,-1.189491302
17897,44005,Chaumes-en-Retz,7049,47.149347861,-1.922021037
17900,44006,Assrac,1875,47.438121326,-2.412813329
17902,44007,Avessac,2444,47.635166677,-1.970817978
17903,44009,Basse-Goulaine,9410,47.212054775,-1.462261066
17905,44012,La Bernerie-en-Retz,3206,47.085616108,-2.032184999
17906,44013,Besn,3249,47.380373863,-2.074553103
17908,44015,Blain,10086,47.463259735,-1.767701405
17912,44018,Bouaye,8102,47.14767047,-1.673143847
17914,44020,Bouguenais,20450,47.170674167,-1.616657605
17916,44021,Villeneuve-en-Retz,5013,47.034367431,-1.907401509
17919,44022,Boussay,2722,47.053275223,-1.163089361
17920,44023,Bouvron,3081,47.417324537,-1.877052323
17922,44025,Campbon,3949,47.416175643,-1.967382548
17923,44026,Carquefou,20463,47.301796359,-1.472132601
17924,44027,Casson,2480,47.3922085,-1.555829213
17926,44029,Divatte-sur-Loire,7042,47.281466874,-1.331663109
17928,44030,La Chapelle-des-Marais,4339,47.436957853,-2.245615185
17931,44033,La Chapelle-Launay,3194,47.353201993,-1.981753074
17932,44035,La Chapelle-sur-Erdre,19981,47.303106942,-1.5604255340000002
17933,44036,Chteaubriant,12016,47.722177077,-1.386837604
17935,44038,Chauv,2965,47.158681264,-2.011810247
17937,44041,La Chevrolire,5951,47.08886341,-1.596331174
17939,44043,Clisson,7507,47.097474149,-1.270825006
17941,44045,Cordemais,3800,47.297282673,-1.835347263
17943,44047,Couron,22680,47.230740563,-1.73023246
17949,44052,Donges,8109,47.333379044,-2.072083678
17950,44053,Dreffac,2288,47.468127146,-2.059536163
17951,44054,Erbray,3045,47.669017594,-1.321549645
17952,44055,La Baule-Escoublac,16160,47.290929497,-2.353214721
17954,44057,Fgrac,2302,47.580426233,-2.024828744
17956,44061,Frossay,3228,47.244927021,-1.933475346
17957,44062,Le Gvre,1842,47.528244352,-1.794046505
17958,44063,Gtign,3746,47.08117663,-1.217596749
17961,44066,Grandchamps-des-Fontaines,6606,47.360522887,-1.617755345
17962,44067,Gumen-Penfao,5239,47.627776178,-1.830896118
17967,44069,Gurande,16042,47.331426538,-2.416497378
17971,44070,La Haie-Fouassire,4694,47.161690224,-1.40070461
17972,44071,Haute-Goulaine,5954,47.196475168,-1.410677238
17973,44072,Herbignac,7088,47.447086632,-2.313252991
17975,44073,Hric,6407,47.420979357,-1.637349336
17976,44074,Indre,4087,47.198523375,-1.671157283
17980,44076,Jans,1408,47.624199457,-1.60416596
17984,44079,Le Landreau,3118,47.207726326,-1.298865136
17987,44082,Lign,5371,47.400890397,-1.38120556
17989,44084,Le Loroux-Bottereau,8517,47.233256302,-1.33198758
17992,44087,Machecoul-Saint-Mme,7626,46.999810687,-1.818362653
17994,44088,Maisdon-sur-Svre,3023,47.116321608,-1.388442014
18001,44096,Msanger,4726,47.428727045,-1.22571737
18004,44098,Missillac,5432,47.488066762,-2.177839915
18006,44100,Monnires,2316,47.120468742,-1.34905126
18007,44101,La Montagne,6372,47.184963288,-1.683974378
18009,44103,Montoir-de-Bretagne,7216,47.318994514,-2.145673977
18014,44108,Mouzillon,2874,47.129123725,-1.273426805
18015,44109,Nantes,320732,47.232046411,-1.548204252
18019,44110,Nort-sur-Erdre,9198,47.447335872,-1.518613186
18020,44111,Notre-Dame-des-Landes,2285,47.375612968,-1.715787326
18022,44113,Nozay,4216,47.572997238,-1.600633418
18023,44114,Orvault,27438,47.274418346,-1.6230095
18026,44117,Le Pallet,3305,47.144370551,-1.34524783
18029,44120,Le Pellerin,5251,47.22370063,-1.826451481
18031,44122,Petit-Mars,3818,47.405188563,-1.456615512
18035,44126,La Plaine-sur-Mer,4448,47.144439789,-2.18434161
18037,44128,Pless,5265,47.55568052,-1.890417671
18040,44129,Pontchteau,11030,47.433756002,-2.095371286
18043,44130,Pont-Saint-Martin,6690,47.126625196,-1.56594889
18045,44131,Pornic,16886,47.122392328,-2.051915756
18048,44132,Pornichet,11828,47.261455125,-2.314579979
18049,44133,Port-Saint-Pre,2981,47.140977061,-1.767894187
18053,44137,Prinquiau,3476,47.374310696,-2.01852108
18059,44143,Rez,42993,47.176656359,-1.550014499
18063,44146,Roug,2156,47.770209329,-1.4344030760000002
18065,44149,Saffr,3989,47.491373003,-1.579322051
18066,44150,Saint-Aignan-Grandlieu,3973,47.132884121,-1.6234700860000002
18067,44151,Saint-Andr-des-Eaux,6813,47.32356783,-2.312350238
18068,44152,Sainte-Anne-sur-Brivet,2964,47.451735269,-2.0190808
18070,44154,Saint-Brevin-les-Pins,14473,47.246641402,-2.151170978
18075,44156,Corcou-sur-Logne,3074,46.953214668,-1.59982548
18079,44158,Saint-tienne-de-Montluc,7578,47.265030286,-1.7840231480000002
18082,44162,Saint-Herblain,49067,47.224879732,-1.6340884
18083,44163,Vair-sur-Loire,4807,47.400257903,-1.110508669
18085,44164,Saint-Hilaire-de-Chalons,2336,47.095734047,-1.880281427
18086,44165,Saint-Hilaire-de-Clisson,2325,47.059561672,-1.317218204
18087,44166,Saint-Jean-de-Boiseau,5970,47.193743406,-1.7188836580000002
18088,44168,Saint-Joachim,4109,47.37201739,-2.242742221
18089,44169,Saint-Julien-de-Concelles,7505,47.246953402,-1.405910153
18092,44172,Sainte-Luce-sur-Loire,15417,47.253530109,-1.472778353
18093,44173,Saint-Lumine-de-Clisson,2140,47.07931808,-1.363904665
18095,44175,Saint-Lyphard,4962,47.378661408,-2.3351959
18098,44179,Saint-Mars-du-Dsert,5236,47.357286346,-1.445504465
18099,44180,Vallons-de-l'Erdre,6485,47.541849473,-1.141113588
18105,44182,Saint-Michel-Chef-Chef,5297,47.175224542,-2.127433953
18107,44183,Saint-Molf,2805,47.388231215,-2.414473913
18108,44184,Saint-Nazaire,71887,47.280283389,-2.251139994
18110,44185,Saint-Nicolas-de-Redon,3280,47.636638469,-2.05648097
18112,44187,Saint-Pre-en-Retz,4594,47.225250949,-2.066246038
18113,44188,Saint-Philbert-de-Grand-Lieu,9213,47.060276372,-1.656834222
18115,44190,Saint-Sbastien-sur-Loire,27958,47.203015543,-1.499733879
18118,44194,Sautron,8473,47.273524843,-1.680438633
18119,44195,Savenay,9283,47.3572205,-1.918418712
18122,44198,Les Sorinires,8900,47.141678907,-1.519907421
18123,44199,Soudan,1996,47.725573144,-1.290455556
18128,44204,Thouar-sur-Loire,10704,47.276161082,-1.432053816
18134,44210,Trignac,8101,47.312189171,-2.207153198
18135,44211,La Turballe,4889,47.350651207,-2.488482184
18137,44212,Vallet,9412,47.171558226,-1.261629879
18138,44213,Loireauxence,7533,47.439258431,-1.027606283
18142,44214,Vay,2051,47.545175278,-1.708034846
18143,44215,Vertou,25879,47.160424591,-1.470621633
18145,44216,Vieillevigne,4040,46.971183796,-1.41922116
18146,44217,Vigneux-de-Bretagne,6328,47.319528923,-1.720278441
18152,44223,Geneston,3688,47.06004003,-1.525264238
18153,44224,La Grigonnais,1748,47.518025884,-1.680180385
18156,45004,Amilly,13279,47.986510467,2.7825529380000003
18178,45026,Bazoches-sur-le-Betz,980,48.132831749,2.990118353
18180,45028,Beaugency,7384,47.778290919,1.639363119
18186,45034,Boigny-sur-Bionne,2105,47.932177339,2.019112868
18194,45040,Bonny-sur-Loire,1861,47.577416394,2.839439218
18203,45050,Boynes,1326,48.11737423,2.359623267
18207,45053,Briare,5212,47.645140727,2.744866206
18214,45061,Cepoy,2400,48.050707323,2.740425924
18221,45067,Chaingy,3987,47.89119563,1.773241027
18222,45068,Chlette-sur-Loing,12743,48.018707,2.736054857
18228,45075,La Chapelle-Saint-Mesmin,10095,47.888985127,1.828055105
